"X"|"profile_educ"|"profile_gender"|"profile_homeown"|"profile_hhincome"|"profile_marital"|"dem_age_r_x"|"profile_region9"|"pid_x"|"presapp_track"|"presapp_job"|"presapp_jobstr"|"presapp_job_x"|"presapp_econ"|"presapp_econstr"|"presapp_econ_x"|"presapp_foreign"|"presapp_foreignstr"|"presapp_foreign_x"|"presapp_health"|"presapp_healthstr"|"presapp_health_x"|"presapp_war"|"presapp_warstr"|"presapp_war_x"|"libcpre_self"|"libcpre_choose"|"libcpre_dpc"|"libcpre_rpc"|"libcpre_ptyd"|"libcpre_ptyr"|"libcpo_self"|"libcpo_selfch"|"libcpo_hdc"|"libcpo_hrc"|"paprofile_libcon_self"|"paprofile_libcon_pres"|"Party"
1090|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|54|"-1. Inapplicable"|"3. Independent-Democrat"|"2. Wrong track"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"2. Liberal"|"-1. Inapplicable"|"6. Conservative"|"7. Extremely conservative"|"2. Liberal"|"7. Extremely conservative"|"-2. Haven't thought much {do not probe}"|"2. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1091|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|71|"-1. Inapplicable"|"6. Not very strong Republican"|"2. Wrong track"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"5. Slightly conservative"|"-1. Inapplicable"|"4. Moderate; middle of the road"|"3. Slightly liberal"|"7. Extremely conservative"|"5. Slightly conservative"|"5. Slightly conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA
1093|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|53|"-1. Inapplicable"|"7. Strong Republican"|"2. Wrong track"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"7. Extremely conservative"|"-1. Inapplicable"|"1. Extremely liberal"|"7. Extremely conservative"|"2. Liberal"|"7. Extremely conservative"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1094|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|62|"-1. Inapplicable"|"7. Strong Republican"|"2. Wrong track"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"6. Conservative"|"-1. Inapplicable"|"2. Liberal"|"6. Conservative"|"2. Liberal"|"6. Conservative"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1095|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|40|"-1. Inapplicable"|"5. Independent-Republican"|"2. Wrong track"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"6. Conservative"|"-1. Inapplicable"|"2. Liberal"|"6. Conservative"|"3. Slightly liberal"|"4. Moderate; middle of the road"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1096|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|55|"-1. Inapplicable"|"1. Strong Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"4. Moderate; middle of the road"|"1. Liberal"|"6. Conservative"|"3. Slightly liberal"|"4. Moderate; middle of the road"|"1. Extremely liberal"|"4. Moderate; middle of the road"|"2. Conservative"|"-1. Inapplicable"|"3. Slightly liberal"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1097|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|19|"-1. Inapplicable"|"2. Not very strong Democract"|"-8. Don't know"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"3. Slightly liberal"|"-1. Inapplicable"|"2. Liberal"|"5. Slightly conservative"|"3. Slightly liberal"|"6. Conservative"|"2. Liberal"|"-1. Inapplicable"|"-8. Don't know"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1098|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|45|"-1. Inapplicable"|"7. Strong Republican"|"2. Wrong track"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"-8. Don't know"|"-1. Inapplicable"|"-8. Don't know"|"6. Conservative"|"-1. Inapplicable"|"1. Extremely liberal"|"6. Conservative"|"2. Liberal"|"5. Slightly conservative"|"6. Conservative"|"-1. Inapplicable"|"-8. Don't know"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1099|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|32|"-1. Inapplicable"|"7. Strong Republican"|"-8. Don't know"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"4. Moderate; middle of the road"|"2. Conservative"|"3. Slightly liberal"|"2. Liberal"|"2. Liberal"|"4. Moderate; middle of the road"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1100|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|78|"-1. Inapplicable"|"3. Independent-Democrat"|"-9. Refused"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"4. Moderate; middle of the road"|"3. Moderate {VOL}"|"2. Liberal"|"7. Extremely conservative"|"1. Extremely liberal"|"7. Extremely conservative"|"3. Slightly liberal"|"-1. Inapplicable"|"-1. Inapplicable"|"4. Moderate; middle of the road"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1101|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|52|"-1. Inapplicable"|"1. Strong Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"4. Moderate; middle of the road"|"3. Moderate {VOL}"|"1. Extremely liberal"|"7. Extremely conservative"|"2. Liberal"|"6. Conservative"|"4. Moderate; middle of the road"|"2. Conservative"|"-1. Inapplicable"|"4. Moderate; middle of the road"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1102|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|83|"-1. Inapplicable"|"3. Independent-Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"-8. Don't know"|"-8. Don't know"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"-8. Don't know"|"-1. Inapplicable"|"-8. Don't know"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"3. Slightly liberal"|"-1. Inapplicable"|"2. Liberal"|"7. Extremely conservative"|"2. Liberal"|"6. Conservative"|"3. Slightly liberal"|"-1. Inapplicable"|"-1. Inapplicable"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1103|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|79|"-1. Inapplicable"|"7. Strong Republican"|"2. Wrong track"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"7. Extremely conservative"|"-1. Inapplicable"|"2. Liberal"|"3. Slightly liberal"|"1. Extremely liberal"|"7. Extremely conservative"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1104|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|31|"-1. Inapplicable"|"3. Independent-Democrat"|"2. Wrong track"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"4. Moderate; middle of the road"|"1. Liberal"|"5. Slightly conservative"|"3. Slightly liberal"|"3. Slightly liberal"|"4. Moderate; middle of the road"|"4. Moderate; middle of the road"|"3. Moderate {VOL}"|"3. Slightly liberal"|"4. Moderate; middle of the road"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA
1106|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|50|"-1. Inapplicable"|"2. Not very strong Democract"|"2. Wrong track"|"-8. Don't know"|"-1. Inapplicable"|"-8. Don't know"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"4. Moderate; middle of the road"|"1. Liberal"|"2. Liberal"|"6. Conservative"|"2. Liberal"|"6. Conservative"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-6. Not asked, unit nonresponse (no post-election interview)"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1107|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|77|"-1. Inapplicable"|"5. Independent-Republican"|"2. Wrong track"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"6. Conservative"|"-1. Inapplicable"|"1. Extremely liberal"|"6. Conservative"|"1. Extremely liberal"|"5. Slightly conservative"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"-8. Don't know"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1108|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|45|"-1. Inapplicable"|"5. Independent-Republican"|"2. Wrong track"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"5. Slightly conservative"|"-1. Inapplicable"|"1. Extremely liberal"|"5. Slightly conservative"|"2. Liberal"|"6. Conservative"|"5. Slightly conservative"|"-1. Inapplicable"|"3. Slightly liberal"|"5. Slightly conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1109|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|22|"-1. Inapplicable"|"5. Independent-Republican"|"2. Wrong track"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"-2. Haven't thought much about this"|"-8. Don't know"|"-8. Don't know"|"-8. Don't know"|"-8. Don't know"|"-8. Don't know"|"-2. Haven't thought much {do not probe}"|"-8. Don't know"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1110|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|24|"-1. Inapplicable"|"5. Independent-Republican"|"2. Wrong track"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"4. Moderate; middle of the road"|"2. Conservative"|"2. Liberal"|"6. Conservative"|"1. Extremely liberal"|"7. Extremely conservative"|"5. Slightly conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA
NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA
1113|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|44|"-1. Inapplicable"|"3. Independent-Democrat"|"2. Wrong track"|"-8. Don't know"|"-1. Inapplicable"|"-8. Don't know"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"-8. Don't know"|"-1. Inapplicable"|"-8. Don't know"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"-2. Haven't thought much about this"|"1. Liberal"|"-8. Don't know"|"-8. Don't know"|"-8. Don't know"|"-8. Don't know"|"-2. Haven't thought much {do not probe}"|"1. Liberal"|"-8. Don't know"|"-8. Don't know"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1114|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|-2|"-1. Inapplicable"|"6. Not very strong Republican"|"2. Wrong track"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"4. Moderate; middle of the road"|"2. Conservative"|"3. Slightly liberal"|"3. Slightly liberal"|"2. Liberal"|"3. Slightly liberal"|"5. Slightly conservative"|"-1. Inapplicable"|"4. Moderate; middle of the road"|"3. Slightly liberal"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA|NA
1116|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|56|"-1. Inapplicable"|"7. Strong Republican"|"2. Wrong track"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"6. Conservative"|"-1. Inapplicable"|"1. Extremely liberal"|"6. Conservative"|"1. Extremely liberal"|"6. Conservative"|"7. Extremely conservative"|"-1. Inapplicable"|"3. Slightly liberal"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1117|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|46|"-1. Inapplicable"|"7. Strong Republican"|"2. Wrong track"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"-8. Don't know"|"-1. Inapplicable"|"-8. Don't know"|"6. Conservative"|"-1. Inapplicable"|"1. Extremely liberal"|"6. Conservative"|"1. Extremely liberal"|"6. Conservative"|"6. Conservative"|"-1. Inapplicable"|"3. Slightly liberal"|"6. Conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1118|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|81|"-1. Inapplicable"|"1. Strong Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"-2. Haven't thought much about this"|"1. Liberal"|"3. Slightly liberal"|"-8. Don't know"|"3. Slightly liberal"|"-8. Don't know"|"-2. Haven't thought much {do not probe}"|"2. Conservative"|"-1. Inapplicable"|"4. Moderate; middle of the road"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1119|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|73|"-1. Inapplicable"|"5. Independent-Republican"|"2. Wrong track"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"-8. Don't know"|"-1. Inapplicable"|"-8. Don't know"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"-8. Don't know"|"-1. Inapplicable"|"-8. Don't know"|"-2. Haven't thought much about this"|"2. Conservative"|"-8. Don't know"|"6. Conservative"|"4. Moderate; middle of the road"|"4. Moderate; middle of the road"|"-2. Haven't thought much {do not probe}"|"2. Conservative"|"4. Moderate; middle of the road"|"5. Slightly conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1120|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|24|"-1. Inapplicable"|"2. Not very strong Democract"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"-2. Haven't thought much about this"|"1. Liberal"|"1. Extremely liberal"|"6. Conservative"|"1. Extremely liberal"|"7. Extremely conservative"|"2. Liberal"|"-1. Inapplicable"|"4. Moderate; middle of the road"|"2. Liberal"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1121|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|68|"-1. Inapplicable"|"1. Strong Democrat"|"1. Right direction"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"1. Approve"|"1. Strongly"|"1. Approve strongly"|"2. Liberal"|"-1. Inapplicable"|"2. Liberal"|"6. Conservative"|"2. Liberal"|"7. Extremely conservative"|"3. Slightly liberal"|"-1. Inapplicable"|"2. Liberal"|"7. Extremely conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Democrat"
1122|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|65|"-1. Inapplicable"|"5. Independent-Republican"|"2. Wrong track"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"2. Disapprove"|"2. Not strongly"|"4. Disapprove not strongly"|"1. Approve"|"2. Not strongly"|"2. Approve not strongly"|"5. Slightly conservative"|"-1. Inapplicable"|"2. Liberal"|"5. Slightly conservative"|"1. Extremely liberal"|"6. Conservative"|"5. Slightly conservative"|"-1. Inapplicable"|"1. Extremely liberal"|"5. Slightly conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
1123|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|"-1. Inapplicable"|76|"-1. Inapplicable"|"5. Independent-Republican"|"2. Wrong track"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"2. Disapprove"|"1. Strongly"|"5. Disapprove strongly"|"6. Conservative"|"-1. Inapplicable"|"1. Extremely liberal"|"7. Extremely conservative"|"1. Extremely liberal"|"6. Conservative"|"6. Conservative"|"-1. Inapplicable"|"6. Conservative"|"7. Extremely conservative"|"-1. Inapplicable"|"-1. Inapplicable"|"Republican"
